,Method_name,Median_across_patients
1,Tigress,0.93120634920635
2,PCohF,0.922360317460318
3,BCohF,0.899217460317461
4,BCorrU,0.884768253968254
5,BCorrD,0.853587301587301
6,Genie,0.852530158730159
7,PCorrD,0.851801587301587
8,BTEU,0.849842857142857
9,pCOH2,0.844288888888889
10,COH1,0.842066666666667
11,dDTF,0.839842857142857
12,PTEU,0.839485714285715
13,PMITD2,0.832342857142857
14,PMITD1,0.830914285714286
15,BMITD2,0.828057142857143
16,BMITD1,0.827342857142857
17,Af,0.823771428571429
18,AS,0.823771428571429
19,DTF,0.823771428571429
20,GPDC,0.823771428571429
21,hmvar,0.823771428571429
22,oPDCF,0.823771428571429
23,DC1,0.823057142857143
24,MVAR,0.823057142857143
25,PTED,0.823057142857143
26,BH2D,0.822342857142858
27,BTED,0.822342857142858
28,ffDTF,0.822342857142858
29,GGC,0.822342857142858
30,PDC,0.822342857142858
31,PH2D,0.822342857142858
32,pCOH1,0.81031746031746
33,COH2,0.808574603174603
34,BH2U,0.800757142857143
35,PCorrU,0.786114285714286
36,Smvar,0.7854
37,PH2U,0.771828571428572
38,PMITU,0.761114285714286
39,BMITU,0.741828571428571
40,BCohW,0
41,PCohW,0
