,Method_name,Sum_of_avg_across_patients
1,BCohF,43.92
2,BCorrU,43.6
3,BF_BCmean,39.57
4,BF_BCmedian,37.32
5,BF_PF_BCmean,39.925
6,BF_PF_BCmedian,36.785
7,BF_PFmean,39.885
8,BF_PFmedian,37.06
9,PCohF,44.9866666666667
10,PF_BCmean,39.9
11,PF_BCmedian,37.42
12,T_BCmean,45.41
13,T_BCmedian,45.17
14,T_BF_BCmean,45.075
15,T_BF_BCmedian,44.34
16,T_BF_PF_BCmean,44.64
17,T_BF_PF_BCmedian,43.175
18,T_BF_PFmean,45.06
19,T_BF_PFmedian,39.815
20,T_BFmean,45.305
21,T_BFmedian,45.08
22,T_PF_BCmean,45.095
23,T_PF_BCmedian,44.815
24,T_PFmean,45.365
25,T_PFmedian,45.05
26,Tigress,45.26
