,Method_name,Sum_of_avg_across_patients
1,BCohF,43.56
2,BCorrU,43.04
3,BF_BCmean,40.705
4,BF_BCmedian,39.58
5,BF_PF_BCmean,40.8825
6,BF_PF_BCmedian,39.2925
7,BF_PFmean,40.8425
8,BF_PFmedian,39.33
9,PCohF,44.7733333333333
10,PF_BCmean,40.81
11,PF_BCmedian,39.61
12,T_BCmean,45.365
13,T_BCmedian,45.165
14,T_BF_BCmean,45.1175
15,T_BF_BCmedian,44.47
16,T_BF_PF_BCmean,44.82
17,T_BF_PF_BCmedian,43.6075
18,T_BF_PFmean,45.07
19,T_BF_PFmedian,41.1275
20,T_BFmean,45.2925
21,T_BFmedian,45.08
22,T_PF_BCmean,45.1275
23,T_PF_BCmedian,44.7475
24,T_PFmean,45.3425
25,T_PFmedian,45.045
26,Tigress,45.11
