,Method_name,sim8Sub001,sim8Sub002,sim8Sub003,sim8Sub004,sim8Sub005,sim8Sub006,sim8Sub007,sim8Sub008,sim8Sub009,sim8Sub010,sim8Sub011,sim8Sub012,sim8Sub013,sim8Sub014,sim8Sub015,sim8Sub016,sim8Sub017,sim8Sub018,sim8Sub019,sim8Sub020,sim8Sub021,sim8Sub022,sim8Sub023,sim8Sub024,sim8Sub025,sim8Sub026,sim8Sub027,sim8Sub028,sim8Sub029,sim8Sub030,sim8Sub031,sim8Sub032,sim8Sub033,sim8Sub034,sim8Sub035,sim8Sub036,sim8Sub037,sim8Sub038,sim8Sub039,sim8Sub040,sim8Sub041,sim8Sub042,sim8Sub043,sim8Sub044,sim8Sub045,sim8Sub046,sim8Sub047,sim8Sub048,sim8Sub049,sim8Sub050
1,BCohF,0.76,0.92,0.92,0.92,0.84,0.84,0.92,0.76,0.84,0.92,1,0.84,0.84,0.92,0.92,0.76,0.84,0.84,0.92,0.84,0.76,0.84,0.92,1,0.84,0.76,0.84,1,0.92,0.84,0.84,0.92,0.92,0.76,0.92,0.92,0.84,1,0.76,0.92,0.68,0.92,0.84,0.76,0.92,0.84,0.76,0.84,0.92,0.84
2,BCorrU,0.84,0.92,0.84,0.92,0.84,0.84,0.92,0.76,0.76,0.92,0.92,0.84,0.84,0.92,0.92,0.68,0.84,0.84,0.84,0.84,0.68,0.84,0.84,0.92,0.76,0.76,0.84,0.92,1,0.84,0.84,0.76,0.84,0.76,0.92,0.92,0.84,1,0.84,0.92,0.68,0.84,0.76,0.76,0.92,0.84,0.76,1,1,0.84
3,BF_BCmean,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84
4,BF_BCmedian,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84
5,BF_PF_BCmean,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84
6,BF_PF_BCmedian,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84
7,BF_PFmean,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84
8,BF_PFmedian,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.8,0.84,0.8,0.84,0.8,0.84,0.84,0.8,0.8,0.84,0.84,0.8,0.84,0.84,0.84
9,PCohF,0.84,1,0.92,1,0.92,0.84,0.92,0.92,0.84,0.92,1,0.84,0.92,0.92,1,0.68,0.92,0.92,0.92,0.92,0.84,0.84,0.92,1,0.84,0.76,0.84,1,0.92,0.84,0.92,0.92,0.92,0.76,0.92,0.92,0.92,1,0.84,0.92,0.84,1,0.84,0.76,0.84,0.84,0.76,0.84,0.92,0.92
10,PF_BCmean,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84
11,PF_BCmedian,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84
12,T_BCmean,0.88,0.92,0.96,0.96,0.92,0.92,0.96,0.88,0.88,0.84,0.92,0.92,0.96,0.92,1,0.84,0.84,0.92,0.92,0.96,0.84,0.8,0.92,0.96,0.88,0.84,0.96,0.96,1,0.88,0.88,0.88,0.92,0.88,0.92,0.92,0.96,0.96,0.88,0.92,0.84,0.92,0.8,0.84,0.92,0.88,0.88,0.92,0.96,0.88
13,T_BCmedian,0.84,0.96,0.96,0.96,0.88,0.88,0.96,0.88,0.88,0.88,0.92,0.92,0.96,0.92,1,0.84,0.8,0.92,0.88,0.96,0.84,0.84,0.92,0.96,0.88,0.84,0.96,0.96,1,0.88,0.88,0.88,0.88,0.88,0.92,0.92,0.96,0.96,0.88,0.88,0.84,0.88,0.8,0.8,0.92,0.88,0.92,0.92,0.96,0.92
14,T_BF_BCmean,0.88,0.92,0.96,0.96,0.88,0.92,0.96,0.88,0.88,0.84,0.92,0.88,0.92,0.92,1,0.84,0.84,0.92,0.92,0.92,0.84,0.8,0.88,0.96,0.88,0.84,0.96,0.96,1,0.88,0.88,0.88,0.92,0.88,0.96,0.92,0.92,1,0.88,0.92,0.84,0.92,0.8,0.84,0.92,0.88,0.88,0.96,0.92,0.88
15,T_BF_BCmedian,0.88,0.92,0.96,0.92,0.84,0.92,0.96,0.8,0.84,0.84,0.96,0.88,0.88,0.92,1,0.84,0.84,0.88,0.84,0.96,0.84,0.84,0.92,0.96,0.92,0.84,0.92,0.92,0.92,0.88,0.88,0.84,0.88,0.84,0.96,0.92,0.96,0.92,0.88,0.92,0.84,0.88,0.8,0.84,0.92,0.96,0.88,0.88,0.88,0.88
16,T_BF_PF_BCmean,0.84,0.92,0.92,0.96,0.88,0.92,0.92,0.88,0.88,0.84,0.96,0.88,0.92,0.92,1,0.84,0.8,0.88,0.92,0.92,0.84,0.88,0.88,0.96,0.88,0.84,0.92,0.96,0.96,0.88,0.88,0.88,0.92,0.88,0.96,0.92,0.92,1,0.88,0.92,0.84,0.92,0.8,0.84,0.96,0.88,0.88,0.92,0.92,0.88
17,T_BF_PF_BCmedian,0.88,0.92,0.96,0.92,0.84,0.92,0.96,0.8,0.84,0.84,0.96,0.88,0.88,0.88,0.96,0.84,0.84,0.88,0.84,0.92,0.84,0.88,0.88,0.88,0.84,0.88,0.92,0.92,0.92,0.84,0.88,0.88,0.88,0.84,0.92,0.88,0.92,0.88,0.84,0.88,0.84,0.84,0.8,0.84,0.92,0.92,0.84,0.88,0.92,0.88
18,T_BF_PFmean,0.88,0.92,0.96,0.96,0.88,0.92,0.96,0.88,0.88,0.84,0.92,0.88,0.92,0.92,0.96,0.84,0.84,0.92,0.92,0.96,0.84,0.8,0.88,0.96,0.88,0.84,0.96,0.96,0.96,0.88,0.88,0.88,0.92,0.88,0.92,0.92,0.92,1,0.88,0.88,0.84,0.92,0.84,0.84,0.96,0.88,0.84,0.96,0.92,0.88
19,T_BF_PFmedian,0.88,0.84,0.84,0.84,0.84,0.88,0.92,0.8,0.84,0.84,0.88,0.84,0.84,0.84,0.88,0.84,0.84,0.84,0.8,0.88,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.84,0.84,0.84,0.84,0.84,0.88,0.84,0.84,0.84,0.88,0.88,0.84,0.88,0.84,0.84,0.8,0.84,0.88,0.88,0.84,0.84,0.84,0.84
20,T_BFmean,0.88,0.92,0.96,0.96,0.88,0.88,0.96,0.88,0.88,0.84,0.96,0.92,0.96,0.92,0.96,0.84,0.84,0.92,0.92,0.96,0.88,0.8,0.96,0.96,0.88,0.84,0.96,0.96,1,0.88,0.88,0.88,0.92,0.88,0.92,0.92,0.96,0.96,0.88,0.88,0.84,0.92,0.8,0.84,0.92,0.88,0.84,0.96,0.96,0.88
21,T_BFmedian,0.88,0.92,0.96,0.96,0.88,0.92,0.96,0.88,0.88,0.84,0.96,0.92,0.96,0.88,1,0.84,0.8,0.88,0.92,0.96,0.84,0.8,0.92,0.96,0.88,0.84,0.96,0.96,0.96,0.88,0.88,0.88,0.92,0.88,0.92,0.92,0.96,0.96,0.88,0.88,0.84,0.88,0.8,0.84,0.92,0.88,0.88,0.92,0.96,0.88
22,T_PF_BCmean,0.88,0.92,0.96,0.96,0.88,0.92,0.96,0.88,0.88,0.84,0.92,0.88,0.92,0.92,1,0.84,0.84,0.92,0.92,0.92,0.84,0.84,0.88,0.96,0.88,0.84,0.96,0.96,1,0.88,0.88,0.88,0.92,0.88,0.92,0.92,0.92,1,0.88,0.92,0.84,0.92,0.8,0.84,0.92,0.88,0.88,0.96,0.92,0.88
23,T_PF_BCmedian,0.88,0.92,0.96,0.92,0.84,0.92,0.96,0.8,0.84,0.84,1,0.88,0.88,0.92,1,0.84,0.84,0.88,0.84,0.96,0.84,0.84,0.92,0.96,0.92,0.84,0.92,0.92,0.92,0.88,0.88,0.84,0.88,0.84,0.96,0.92,0.96,0.92,0.88,0.92,0.84,0.88,0.8,0.84,0.92,0.96,0.88,0.88,0.92,0.88
24,T_PFmean,0.88,0.92,0.96,0.96,0.88,0.92,0.96,0.88,0.88,0.84,0.96,0.92,0.96,0.92,0.96,0.84,0.84,0.88,0.92,0.96,0.88,0.8,0.96,0.96,0.88,0.84,0.96,0.96,1,0.88,0.88,0.88,0.92,0.88,0.92,0.92,0.96,0.96,0.88,0.88,0.84,0.92,0.8,0.84,0.92,0.88,0.88,0.96,0.96,0.88
25,T_PFmedian,0.88,0.92,0.96,0.96,0.88,0.92,0.96,0.88,0.88,0.84,0.96,0.92,0.96,0.92,0.96,0.84,0.84,0.88,0.92,0.96,0.84,0.8,0.92,0.96,0.88,0.84,0.96,0.96,1,0.88,0.88,0.88,0.92,0.84,0.92,0.92,0.92,0.96,0.88,0.88,0.84,0.88,0.8,0.8,0.92,0.88,0.88,0.92,0.96,0.88
26,Tigress,0.84,0.92,0.96,0.96,0.88,0.92,0.96,0.88,0.84,0.84,0.96,0.92,0.96,0.92,0.96,0.8,0.84,0.88,0.88,0.96,0.84,0.8,0.96,0.96,0.88,0.8,0.92,0.96,1,0.88,0.88,0.88,0.92,0.84,0.92,0.96,0.96,0.96,0.88,0.88,0.84,0.92,0.8,0.84,0.92,0.88,0.88,0.92,0.96,0.84
