,Method_name,Median_across_patients
1,BCohF,0.856
2,BCorrU,0.85
3,BF_BCmean,0.828
4,BF_BCmedian,0.81
5,BF_PF_BCmean,0.8325
6,BF_PF_BCmedian,0.81
7,BF_PFmean,0.828
8,BF_PFmedian,0.81
9,PCohF,0.916
10,PF_BCmean,0.8295
11,PF_BCmedian,0.81
12,T_BCmean,0.92075
13,T_BCmedian,0.8985
14,T_BF_BCmean,0.911
15,T_BF_BCmedian,0.88975
16,T_BF_PF_BCmean,0.89925
17,T_BF_PF_BCmedian,0.88
18,T_BF_PFmean,0.90375
19,T_BF_PFmedian,0.8325
20,T_BFmean,0.91625
21,T_BFmedian,0.8965
22,T_PF_BCmean,0.91025
23,T_PF_BCmedian,0.89275
24,T_PFmean,0.91475
25,T_PFmedian,0.90225
26,Tigress,0.906
