,Method_name,Median_across_patients
1,BCohF,0.893333333333333
2,BCorrU,0.873333333333334
3,BF_BCmean,0.8
4,BF_BCmedian,0.74
5,BF_PF_BCmean,0.815
6,BF_PF_BCmedian,0.74
7,BF_PFmean,0.8
8,BF_PFmedian,0.74
9,PCohF,0.92
10,PF_BCmean,0.81
11,PF_BCmedian,0.745
12,T_BCmean,0.925
13,T_BCmedian,0.9175
14,T_BF_BCmean,0.9125
15,T_BF_BCmedian,0.9075
16,T_BF_PF_BCmean,0.9075
17,T_BF_PF_BCmedian,0.88
18,T_BF_PFmean,0.92
19,T_BF_PFmedian,0.8
20,T_BFmean,0.9225
21,T_BFmedian,0.9225
22,T_PF_BCmean,0.9175
23,T_PF_BCmedian,0.9175
24,T_PFmean,0.9225
25,T_PFmedian,0.92
26,Tigress,0.93
