,Method_name,Sum_of_avg_across_patients
1,BCohF,43.2
2,BCorrU,42.48
3,BF_BCmean,41.84
4,BF_BCmedian,41.84
5,BF_PF_BCmean,41.84
6,BF_PF_BCmedian,41.8
7,BF_PFmean,41.8
8,BF_PFmedian,41.6
9,PCohF,44.56
10,PF_BCmean,41.72
11,PF_BCmedian,41.8
12,T_BCmean,45.32
13,T_BCmedian,45.16
14,T_BF_BCmean,45.16
15,T_BF_BCmedian,44.6
16,T_BF_PF_BCmean,45
17,T_BF_PF_BCmedian,44.04
18,T_BF_PFmean,45.08
19,T_BF_PFmedian,42.44
20,T_BFmean,45.28
21,T_BFmedian,45.08
22,T_PF_BCmean,45.16
23,T_PF_BCmedian,44.68
24,T_PFmean,45.32
25,T_PFmedian,45.04
26,Tigress,44.96
