,Method_name,Sum_of_avg_across_patients
1,BCohF,43.416
2,BCorrU,42.816
3,BF_BCmean,41.159
4,BF_BCmedian,40.484
5,BF_PF_BCmean,41.2655
6,BF_PF_BCmedian,40.2955
7,BF_PFmean,41.2255
8,BF_PFmedian,40.238
9,PCohF,44.688
10,PF_BCmean,41.174
11,PF_BCmedian,40.486
12,T_BCmean,45.347
13,T_BCmedian,45.163
14,T_BF_BCmean,45.1345
15,T_BF_BCmedian,44.522
16,T_BF_PF_BCmean,44.892
17,T_BF_PF_BCmedian,43.7805
18,T_BF_PFmean,45.074
19,T_BF_PFmedian,41.6525
20,T_BFmean,45.2875
21,T_BFmedian,45.08
22,T_PF_BCmean,45.1405
23,T_PF_BCmedian,44.7205
24,T_PFmean,45.3335
25,T_PFmedian,45.043
26,Tigress,45.05
