,Method_name,Sum_of_avg_across_patients
1,BCohF,47.38
2,BCorrU,45.92
3,BF_BCmean,45
4,BF_BCmedian,44.96
5,BF_PF_BCmean,44.99
6,BF_PF_BCmedian,44.96
7,BF_PFmean,44.99
8,BF_PFmedian,44.95
9,PCohF,47.9
10,PF_BCmean,44.99
11,PF_BCmedian,44.94
12,T_BCmean,48.32
13,T_BCmedian,48.28
14,T_BF_BCmean,48.28
15,T_BF_BCmedian,47.49
16,T_BF_PF_BCmean,48.24
17,T_BF_PF_BCmedian,46.9
18,T_BF_PFmean,48.3
19,T_BF_PFmedian,45.66
20,T_BFmean,48.35
21,T_BFmedian,48.15
22,T_PF_BCmean,48.3
23,T_PF_BCmedian,47.76
24,T_PFmean,48.32
25,T_PFmedian,48.12
26,Tigress,48.23
