,Method_name,Median_across_patients
1,Af,0.53140960163432
2,AS,0.543922369765066
3,BCohF,0.924825174825175
4,BCohW,0
5,BCorrD,0.845250255362615
6,BCorrU,0.882284382284382
7,BH2D,0.595505617977528
8,BH2U,0.660839160839161
9,BMITD1,0.570480081716036
10,BMITD2,0.568947906026557
11,BMITU,0.562354312354312
12,BTED,0.552093973442288
13,BTEU,0.597548518896833
14,COH1,0.715617715617715
15,COH2,0.705710955710956
16,DC1,0.573033707865169
17,dDTF,0.635342185903984
18,DTF,0.568437180796731
19,ffDTF,0.565628192032686
20,Genie,0.888406537282942
21,GGC,0.499489274770173
22,GPDC,0.535750766087845
23,hmvar,0.555413687436159
24,MVAR,0.547242083758938
25,oPDCF,0.540347293156282
26,pCOH1,0.673076923076923
27,pCOH2,0.673076923076923
28,PCohF,0.931235431235431
29,PCohW,0
30,PCorrD,0.852145045965271
31,PCorrU,0.567016317016317
32,PDC,0.527068437180797
33,PH2D,0.568181818181818
34,PH2U,0.584498834498834
35,PMITD1,0.573799795709908
36,PMITD2,0.579162410623084
37,PMITU,0.579254079254079
38,PTED,0.552604698672114
39,PTEU,0.585291113381001
40,Smvar,0.598484848484849
41,Tigress,0.977017364657814
