,Method_name,Sum_of_avg_across_patients
1,Af,37.872
2,AS,38.3585
3,BCohF,42.652
4,BCohW,0
5,BCorrD,40.974
6,BCorrU,41.896
7,BH2D,38.628
8,BH2U,37.748
9,BMITD1,37.872
10,BMITD2,37.799
11,BMITU,34.724
12,BTED,38.4015
13,BTEU,38.5875
14,COH1,39.484
15,COH2,37.64
16,DC1,38.056
17,dDTF,39.149
18,DTF,37.9645
19,ffDTF,37.965
20,Genie,40.708
21,GGC,37.2645
22,GPDC,37.856
23,hmvar,37.7045
24,MVAR,38.225
25,oPDCF,37.825
26,pCOH1,39.352
27,pCOH2,39.352
28,PCohF,43.328
29,PCohW,0
30,PCorrD,41.1875
31,PCorrU,36.556
32,PDC,37.8045
33,PH2D,37.8085
34,PH2U,36.838
35,PMITD1,38.2395
36,PMITD2,38.047
37,PMITU,34.834
38,PTED,38.437
39,PTEU,38.422
40,Smvar,38.16
41,Tigress,45.9375
