,Method_name,Sum_of_avg_across_patients
1,Af,36
2,AS,36.6775
3,BCohF,42.82
4,BCohW,0
5,BCorrD,40.29
6,BCorrU,41.88
7,BH2D,37.26
8,BH2U,37.42
9,BMITD1,36.16
10,BMITD2,36.065
11,BMITU,34.4066666666667
12,BTED,36.6425
13,BTEU,36.9525
14,COH1,39.3
15,COH2,37.4
16,DC1,36.2
17,dDTF,37.675
18,DTF,36.0475
19,ffDTF,36.075
20,Genie,40.14
21,GGC,35.0675
22,GPDC,36
23,hmvar,35.7475
24,MVAR,36.455
25,oPDCF,35.975
26,pCOH1,39.2933333333333
27,pCOH2,39.2933333333333
28,PCohF,43.52
29,PCohW,0
30,PCorrD,40.6725
31,PCorrU,36.18
32,PDC,35.8875
33,PH2D,35.9475
34,PH2U,36.33
35,PMITD1,36.4525
36,PMITD2,36.265
37,PMITU,34.43
38,PTED,36.675
39,PTEU,36.73
40,Smvar,38.0533333333333
41,Tigress,46.0025
