,Method_name,Sum_of_avg_across_patients
1,Af,30.78
2,AS,30.38
3,BCohF,46.0533333333333
4,BCohW,0
5,BCorrD,40.435
6,BCorrU,44.5866666666667
7,BH2D,31.43
8,BH2U,38.08
9,BMITD1,32.535
10,BMITD2,32.365
11,BMITU,34.24
12,BTED,31.06
13,BTEU,31.55
14,COH1,40.8
15,COH2,37.3333333333333
16,DC1,29.58
17,dDTF,33.81
18,DTF,29.285
19,ffDTF,29.295
20,Genie,39.88
21,GGC,28.38
22,GPDC,30.875
23,hmvar,29.505
24,MVAR,30.58
25,oPDCF,30.39
26,pCOH1,40.2333333333333
27,pCOH2,40.24
28,PCohF,47.12
29,PCohW,0
30,PCorrD,41.13
31,PCorrU,35.0666666666667
32,PDC,30.455
33,PH2D,30.59
34,PH2U,36.28
35,PMITD1,32.98
36,PMITD2,32.71
37,PMITU,35.04
38,PTED,31.02
39,PTEU,31.63
40,Smvar,38.92
41,Tigress,47.695
