,Method_name,Median_across_patients
1,Af,0.705
2,AS,0.70625
3,BCohF,0.92
4,BCohW,0
5,BCorrD,0.82625
6,BCorrU,0.9
7,BH2D,0.7075
8,BH2U,0.763333333333333
9,BMITD1,0.73375
10,BMITD2,0.72875
11,BMITU,0.703333333333333
12,BTED,0.71375
13,BTEU,0.71875
14,COH1,0.816666666666666
15,COH2,0.746666666666666
16,DC1,0.6875
17,dDTF,0.72875
18,DTF,0.69125
19,ffDTF,0.6875
20,Genie,0.81
21,GGC,0.68125
22,GPDC,0.7175
23,hmvar,0.70375
24,MVAR,0.70625
25,oPDCF,0.70625
26,pCOH1,0.786666666666667
27,pCOH2,0.786666666666667
28,PCohF,0.933333333333334
29,PCohW,0
30,PCorrD,0.84125
31,PCorrU,0.71
32,PDC,0.70875
33,PH2D,0.71
34,PH2U,0.746666666666666
35,PMITD1,0.73875
36,PMITD2,0.735
37,PMITU,0.706666666666667
38,PTED,0.7175
39,PTEU,0.71875
40,Smvar,0.773333333333333
41,Tigress,0.965
