,Method_name,Sum_of_avg_across_patients
1,BCohF,46.56
2,BCorrU,45.1533333333333
3,BF_BCmean,41.8125
4,BF_BCmedian,39.7775
5,BF_PF_BCmean,41.835
6,BF_PF_BCmedian,39.7075
7,BF_PFmean,41.945
8,BF_PFmedian,39.6925
9,PCohF,47.24
10,PF_BCmean,41.8975
11,PF_BCmedian,39.755
12,T_BCmean,43.795
13,T_BCmedian,43.8625
14,T_BF_BCmean,44.2
15,T_BF_BCmedian,43.9625
16,T_BF_PF_BCmean,44.565
17,T_BF_PF_BCmedian,43.3
18,T_BF_PFmean,44.2725
19,T_BF_PFmedian,40.3025
20,T_BFmean,43.62
21,T_BFmedian,43.5625
22,T_PF_BCmean,44.2225
23,T_PF_BCmedian,43.9875
24,T_PFmean,43.695
25,T_PFmedian,43.4925
26,Tigress,42.1525
