,Method_name,Median_across_patients
1,BCohF,0.946666666666667
2,BCorrU,0.92
3,BF_BCmean,0.84
4,BF_BCmedian,0.755
5,BF_PF_BCmean,0.8525
6,BF_PF_BCmedian,0.755
7,BF_PFmean,0.85
8,BF_PFmedian,0.755
9,PCohF,0.973333333333333
10,PF_BCmean,0.8525
11,PF_BCmedian,0.755
12,T_BCmean,0.86
13,T_BCmedian,0.855
14,T_BF_BCmean,0.885
15,T_BF_BCmedian,0.8575
16,T_BF_PF_BCmean,0.895
17,T_BF_PF_BCmedian,0.845
18,T_BF_PFmean,0.88
19,T_BF_PFmedian,0.775
20,T_BFmean,0.86
21,T_BFmedian,0.84
22,T_PF_BCmean,0.88
23,T_PF_BCmedian,0.86
24,T_PFmean,0.855
25,T_PFmedian,0.84
26,Tigress,0.795
