,Method_name,Sum_of_avg_across_patients
1,BCohF,46.16
2,BCorrU,44.64
3,BF_BCmean,42
4,BF_BCmedian,41.96
5,BF_PF_BCmean,41.84
6,BF_PF_BCmedian,41.96
7,BF_PFmean,41.88
8,BF_PFmedian,41.84
9,PCohF,46.96
10,PF_BCmean,41.96
11,PF_BCmedian,41.76
12,T_BCmean,44.8
13,T_BCmedian,44.96
14,T_BF_BCmean,44.8
15,T_BF_BCmedian,45
16,T_BF_PF_BCmean,44.96
17,T_BF_PF_BCmedian,44.28
18,T_BF_PFmean,44.84
19,T_BF_PFmedian,42.16
20,T_BFmean,44.64
21,T_BFmedian,44.76
22,T_PF_BCmean,44.8
23,T_PF_BCmedian,45.08
24,T_PFmean,44.72
25,T_PFmedian,44.72
26,Tigress,44.6
