,Method_name,Sum_of_avg_across_patients
1,BCohF,46.4
2,BCorrU,44.948
3,BF_BCmean,41.8875
4,BF_BCmedian,40.6505
5,BF_PF_BCmean,41.837
6,BF_PF_BCmedian,40.6085
7,BF_PFmean,41.919
8,BF_PFmedian,40.5515
9,PCohF,47.128
10,PF_BCmean,41.9225
11,PF_BCmedian,40.557
12,T_BCmean,44.197
13,T_BCmedian,44.3015
14,T_BF_BCmean,44.44
15,T_BF_BCmedian,44.3775
16,T_BF_PF_BCmean,44.723
17,T_BF_PF_BCmedian,43.692
18,T_BF_PFmean,44.4995
19,T_BF_PFmedian,41.0455
20,T_BFmean,44.028
21,T_BFmedian,44.0415
22,T_PF_BCmean,44.4535
23,T_PF_BCmedian,44.4245
24,T_PFmean,44.105
25,T_PFmedian,43.9835
26,Tigress,43.1315
