,Method_name,sim27Sub001,sim27Sub002,sim27Sub003,sim27Sub004,sim27Sub005,sim27Sub006,sim27Sub007,sim27Sub008,sim27Sub009,sim27Sub010,sim27Sub011,sim27Sub012,sim27Sub013,sim27Sub014,sim27Sub015,sim27Sub016,sim27Sub017,sim27Sub018,sim27Sub019,sim27Sub020,sim27Sub021,sim27Sub022,sim27Sub023,sim27Sub024,sim27Sub025,sim27Sub026,sim27Sub027,sim27Sub028,sim27Sub029,sim27Sub030,sim27Sub031,sim27Sub032,sim27Sub033,sim27Sub034,sim27Sub035,sim27Sub036,sim27Sub037,sim27Sub038,sim27Sub039,sim27Sub040,sim27Sub041,sim27Sub042,sim27Sub043,sim27Sub044,sim27Sub045,sim27Sub046,sim27Sub047,sim27Sub048,sim27Sub049,sim27Sub050
1,BCohF,0.76,0.92,0.84,0.84,0.84,0.76,1,0.92,0.92,0.84,0.92,0.84,0.76,0.84,0.92,0.92,0.84,0.76,0.76,0.84,0.84,1,0.84,1,0.84,0.92,0.76,0.92,0.84,0.92,0.84,0.84,0.92,0.92,0.84,0.92,0.84,0.84,0.92,0.76,0.84,0.92,0.92,0.92,0.84,0.84,0.92,0.92,0.84,0.92
2,BCorrU,0.76,0.84,0.84,0.84,0.92,0.76,0.92,0.92,0.84,0.76,1,0.84,0.76,0.84,0.84,0.92,0.84,0.84,0.76,0.76,0.84,0.92,0.68,0.84,0.76,0.92,0.76,0.76,0.84,0.84,0.92,0.68,0.84,0.92,0.84,0.84,0.68,0.92,0.92,0.76,0.84,0.92,0.84,0.92,0.92,0.84,1,0.76,0.84,0.84
3,BF_BCmean,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
4,BF_BCmedian,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
5,BF_PF_BCmean,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
6,BF_PF_BCmedian,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
7,BF_PFmean,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
8,BF_PFmedian,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
9,PCohF,0.76,0.92,0.92,0.84,0.92,0.92,1,0.92,1,0.84,1,0.84,0.76,0.92,0.92,1,0.84,0.76,0.76,0.92,0.84,1,0.92,1,1,0.92,0.84,0.92,0.84,0.92,0.84,0.84,0.84,1,0.92,0.92,0.84,0.84,0.92,0.84,0.92,0.92,0.92,1,0.84,0.92,1,0.92,0.84,1
10,PF_BCmean,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
11,PF_BCmedian,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8,0.8,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
12,T_BCmean,0.88,0.92,0.92,0.96,0.92,0.96,0.96,1,0.96,0.88,0.96,0.92,0.88,0.96,0.88,0.96,0.88,0.84,0.88,0.92,0.92,0.92,0.92,0.88,0.84,0.96,1,0.88,0.88,0.92,0.92,1,0.92,0.92,0.84,0.92,0.88,0.92,0.96,0.96,0.88,0.96,0.92,0.96,0.96,0.96,0.96,0.92,0.96,0.96
13,T_BCmedian,0.88,0.92,0.92,0.96,0.92,0.96,0.96,1,0.96,0.88,0.96,0.92,0.88,0.96,0.88,0.96,0.88,0.84,0.88,0.92,0.92,0.92,0.92,0.88,0.84,0.96,1,0.88,0.88,0.92,0.92,1,0.92,0.92,0.84,0.92,0.88,0.92,0.96,0.96,0.88,0.96,0.92,0.96,0.96,0.96,0.96,0.92,0.96,0.96
14,T_BF_BCmean,0.84,0.88,0.92,0.96,0.92,0.92,0.96,1,0.96,0.88,1,0.88,0.88,0.92,0.88,0.92,0.88,0.84,0.88,0.92,0.92,0.92,0.92,0.88,0.88,0.96,0.96,0.88,0.88,0.92,0.92,0.96,0.92,0.92,0.84,0.92,0.88,0.92,0.96,0.92,0.84,0.96,0.92,0.96,0.96,0.96,0.96,0.92,0.92,0.96
15,T_BF_BCmedian,0.84,0.96,0.92,0.96,0.92,0.88,0.96,1,0.92,0.92,1,0.88,0.88,0.88,0.88,0.96,0.88,0.84,0.88,0.88,0.88,0.92,0.84,0.92,0.8,0.92,0.96,0.88,0.88,0.88,0.92,0.92,0.88,0.96,0.88,0.92,0.88,0.92,0.96,0.92,0.88,0.96,0.92,0.92,0.92,0.92,1,0.88,0.96,0.96
16,T_BF_PF_BCmean,0.84,0.88,0.92,0.96,0.92,0.88,0.96,1,0.96,0.88,0.96,0.88,0.88,0.88,0.88,0.92,0.88,0.84,0.88,0.88,0.92,0.92,0.88,0.88,0.88,0.96,0.96,0.88,0.88,0.88,0.92,0.92,0.92,0.92,0.84,0.92,0.88,0.92,0.96,0.92,0.88,0.96,0.92,0.96,0.92,0.96,1,0.92,0.88,0.92
17,T_BF_PF_BCmedian,0.84,0.88,0.88,0.96,0.92,0.84,0.92,0.92,0.92,0.88,0.96,0.84,0.88,0.88,0.88,0.92,0.88,0.84,0.88,0.84,0.88,0.88,0.84,0.92,0.84,0.96,0.92,0.88,0.84,0.88,0.88,0.88,0.88,0.92,0.84,0.88,0.88,0.88,0.96,0.88,0.88,0.92,0.92,0.88,0.88,0.92,1,0.88,0.92,0.88
18,T_BF_PFmean,0.88,0.88,0.92,0.96,0.92,0.88,0.96,0.96,1,0.88,0.96,0.88,0.88,0.92,0.88,0.92,0.88,0.84,0.88,0.92,0.92,0.96,0.88,0.88,0.88,0.96,0.96,0.88,0.88,0.96,0.92,0.92,0.92,0.92,0.8,0.92,0.88,0.88,0.96,0.92,0.88,0.96,0.96,0.96,0.92,0.96,0.96,0.96,0.88,0.96
19,T_BF_PFmedian,0.84,0.84,0.88,0.92,0.88,0.84,0.88,0.88,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.88,0.88,0.84,0.84,0.84,0.88,0.84,0.84,0.84,0.84,0.88,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.84,0.8,0.84,0.84,0.84,0.84,0.84,0.88,0.88,0.88,0.84,0.84,0.84,0.84,0.84,0.84,0.84
20,T_BFmean,0.88,0.92,0.92,0.96,0.92,0.92,0.96,0.96,0.96,0.92,0.96,0.88,0.88,0.96,0.88,0.96,0.88,0.88,0.88,0.92,0.92,0.96,0.92,0.88,0.88,0.96,1,0.88,0.88,0.96,0.92,0.96,0.92,0.92,0.88,0.92,0.92,0.88,0.96,0.96,0.84,0.96,0.88,0.92,0.96,0.96,0.96,0.96,0.92,0.96
21,T_BFmedian,0.88,0.92,0.92,0.96,0.92,0.92,0.96,0.96,0.96,0.92,0.96,0.88,0.88,0.96,0.88,0.96,0.88,0.88,0.88,0.92,0.92,0.96,0.92,0.88,0.88,0.96,1,0.88,0.88,0.96,0.92,0.96,0.92,0.92,0.88,0.92,0.92,0.88,0.96,0.96,0.84,0.96,0.88,0.92,0.96,0.96,0.96,0.96,0.92,0.96
22,T_PF_BCmean,0.84,0.88,0.92,0.96,0.92,0.92,0.96,1,0.96,0.88,1,0.88,0.88,0.92,0.88,0.92,0.88,0.84,0.88,0.92,0.92,0.92,0.92,0.88,0.88,0.96,0.96,0.88,0.88,0.92,0.92,0.96,0.92,0.92,0.8,0.92,0.88,0.92,0.96,0.92,0.84,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.92,0.92
23,T_PF_BCmedian,0.84,0.96,0.92,0.96,0.96,0.88,0.96,1,0.92,0.92,1,0.88,0.88,0.88,0.88,0.96,0.88,0.84,0.88,0.88,0.88,0.92,0.84,0.92,0.8,0.92,1,0.88,0.88,0.88,0.92,0.92,0.88,0.96,0.88,0.92,0.88,0.92,0.96,0.92,0.88,0.96,0.92,0.92,0.92,0.92,1,0.88,1,0.96
24,T_PFmean,0.88,0.88,0.92,0.96,0.92,0.92,0.96,0.96,1,0.92,0.96,0.88,0.88,0.96,0.88,0.96,0.88,0.88,0.88,0.92,0.88,0.96,0.92,0.88,0.88,0.96,1,0.88,0.88,0.96,0.92,0.96,0.92,0.92,0.84,0.92,0.92,0.88,0.96,0.96,0.84,0.96,0.92,0.92,0.96,0.96,0.96,0.96,0.92,0.96
