,Method_name,Median_across_patients
1,BCohF,0.858
2,BCorrU,0.848
3,BF_BCmean,0.828
4,BF_BCmedian,0.828
5,BF_PF_BCmean,0.828
6,BF_PF_BCmedian,0.825
7,BF_PFmean,0.828
8,BF_PFmedian,0.828
9,PCohF,0.912
10,PF_BCmean,0.8265
11,PF_BCmedian,0.8265
12,T_BCmean,0.92225
13,T_BCmedian,0.92225
14,T_BF_BCmean,0.91475
15,T_BF_BCmedian,0.91925
16,T_BF_PF_BCmean,0.90425
17,T_BF_PF_BCmedian,0.88825
18,T_BF_PFmean,0.91475
19,T_BF_PFmedian,0.848
20,T_BFmean,0.926
21,T_BFmedian,0.926
22,T_PF_BCmean,0.917
23,T_PF_BCmedian,0.9215
24,T_PFmean,0.926
25,T_PFmedian,0.926
26,Tigress,0.929
