,Method_name,Sum_of_avg_across_patients
1,BCohF,48.896
2,BCorrU,48.392
3,BF_BCmean,42.474
4,BF_BCmedian,40.752
5,BF_PF_BCmean,42.4655
6,BF_PF_BCmedian,40.6635
7,BF_PFmean,42.4275
8,BF_PFmedian,40.745
9,PCohF,49.524
10,PF_BCmean,42.4925
11,PF_BCmedian,40.714
12,T_BCmean,48.722
13,T_BCmedian,48.564
14,T_BF_BCmean,48.817
15,T_BF_BCmedian,48.082
16,T_BF_PF_BCmean,48.937
17,T_BF_PF_BCmedian,46.493
18,T_BF_PFmean,48.8065
19,T_BF_PFmedian,41.994
20,T_BFmean,48.716
21,T_BFmedian,48.5695
22,T_PF_BCmean,48.811
23,T_PF_BCmedian,48.3205
24,T_PFmean,48.7115
25,T_PFmedian,48.531
26,Tigress,48.306
