,Method_name,Sum_of_avg_across_patients
1,BCohF,48.72
2,BCorrU,48.16
3,BF_BCmean,42
4,BF_BCmedian,41.88
5,BF_PF_BCmean,41.96
6,BF_PF_BCmedian,41.88
7,BF_PFmean,41.88
8,BF_PFmedian,41.84
9,PCohF,49.44
10,PF_BCmean,41.96
11,PF_BCmedian,41.8
12,T_BCmean,48.56
13,T_BCmedian,48.36
14,T_BF_BCmean,48.64
15,T_BF_BCmedian,47.8
16,T_BF_PF_BCmean,48.76
17,T_BF_PF_BCmedian,46.28
18,T_BF_PFmean,48.64
19,T_BF_PFmedian,42.72
20,T_BFmean,48.56
21,T_BFmedian,48.4
22,T_PF_BCmean,48.64
23,T_PF_BCmedian,48.04
24,T_PFmean,48.56
25,T_PFmedian,48.36
26,Tigress,48.12
