,Method_name,Median_across_patients
1,BCohF,1
2,BCorrU,1
3,BF_BCmean,0.88
4,BF_BCmedian,0.77
5,BF_PF_BCmean,0.88
6,BF_PF_BCmedian,0.76
7,BF_PFmean,0.88
8,BF_PFmedian,0.77
9,PCohF,1
10,PF_BCmean,0.88
11,PF_BCmedian,0.77
12,T_BCmean,0.98
13,T_BCmedian,0.98
14,T_BF_BCmean,0.98
15,T_BF_BCmedian,0.98
16,T_BF_PF_BCmean,0.99
17,T_BF_PF_BCmedian,0.9425
18,T_BF_PFmean,0.98
19,T_BF_PFmedian,0.8025
20,T_BFmean,0.98
21,T_BFmedian,0.98
22,T_PF_BCmean,0.98
23,T_PF_BCmedian,0.9825
24,T_PFmean,0.98
25,T_PFmedian,0.98
26,Tigress,0.97
