,Method_name,Sum_of_avg_across_patients
1,BCohF,49.3066666666667
2,BCorrU,48.9333333333333
3,BF_BCmean,43.58
4,BF_BCmedian,38.12
5,BF_PF_BCmean,43.645
6,BF_PF_BCmedian,37.825
7,BF_PFmean,43.705
8,BF_PFmedian,38.19
9,PCohF,49.72
10,PF_BCmean,43.735
11,PF_BCmedian,38.18
12,T_BCmean,49.1
13,T_BCmedian,49.04
14,T_BF_BCmean,49.23
15,T_BF_BCmedian,48.74
16,T_BF_PF_BCmean,49.35
17,T_BF_PF_BCmedian,46.99
18,T_BF_PFmean,49.195
19,T_BF_PFmedian,40.3
20,T_BFmean,49.08
21,T_BFmedian,48.965
22,T_PF_BCmean,49.21
23,T_PF_BCmedian,48.975
24,T_PFmean,49.065
25,T_PFmedian,48.93
26,Tigress,48.74
