,Method_name,Sum_of_avg_across_patients
1,BCohF,49.0133333333333
2,BCorrU,48.5466666666667
3,BF_BCmean,42.79
4,BF_BCmedian,40
5,BF_PF_BCmean,42.8025
6,BF_PF_BCmedian,39.8525
7,BF_PFmean,42.7925
8,BF_PFmedian,40.015
9,PCohF,49.58
10,PF_BCmean,42.8475
11,PF_BCmedian,39.99
12,T_BCmean,48.83
13,T_BCmedian,48.7
14,T_BF_BCmean,48.935
15,T_BF_BCmedian,48.27
16,T_BF_PF_BCmean,49.055
17,T_BF_PF_BCmedian,46.635
18,T_BF_PFmean,48.9175
19,T_BF_PFmedian,41.51
20,T_BFmean,48.82
21,T_BFmedian,48.6825
22,T_PF_BCmean,48.925
23,T_PF_BCmedian,48.5075
24,T_PFmean,48.8125
25,T_PFmedian,48.645
26,Tigress,48.43
