,Method_name,Sum_of_avg_across_patients
1,Af,35.82
2,AS,35.6
3,BCohF,45.6666666666667
4,BCohW,0
5,BCorrD,41.25
6,BCorrU,43.9933333333333
7,BH2D,36.325
8,BH2U,37.7933333333333
9,BMITD1,36.1325
10,BMITD2,36.0775
11,BMITU,34.5733333333333
12,BTED,36.1375
13,BTEU,37.01
14,COH1,40.6533333333333
15,COH2,37.6333333333333
16,DC1,35.8625
17,dDTF,37.7425
18,DTF,35.5625
19,ffDTF,35.545
20,Genie,41.11
21,GGC,34.79
22,GPDC,36.1125
23,hmvar,35.2025
24,MVAR,35.435
25,oPDCF,35.935
26,pCOH1,38.8166666666667
27,pCOH2,38.81
28,PCohF,46.12
29,PCohW,0
30,PCorrD,41.565
31,PCorrU,37.2033333333333
32,PDC,35.8425
33,PH2D,36.1925
34,PH2U,36.3166666666667
35,PMITD1,36.2
36,PMITD2,36.165
37,PMITU,34.9633333333333
38,PTED,36.32
39,PTEU,36.9975
40,Smvar,38.5266666666667
41,Tigress,47.6575
