,Method_name,Median_across_patients
1,Af,0.63
2,AS,0.6425
3,BCohF,0.946666666666667
4,BCohW,0
5,BCorrD,0.8125
6,BCorrU,0.893333333333333
7,BH2D,0.6425
8,BH2U,0.766666666666666
9,BMITD1,0.635
10,BMITD2,0.6375
11,BMITU,0.66
12,BTED,0.6325
13,BTEU,0.6575
14,COH1,0.846666666666666
15,COH2,0.76
16,DC1,0.6175
17,dDTF,0.6925
18,DTF,0.61
19,ffDTF,0.605
20,Genie,0.83
21,GGC,0.5625
22,GPDC,0.6375
23,hmvar,0.5975
24,MVAR,0.615
25,oPDCF,0.625
26,pCOH1,0.76
27,pCOH2,0.76
28,PCohF,0.946666666666667
29,PCohW,0
30,PCorrD,0.8375
31,PCorrU,0.726666666666666
32,PDC,0.6225
33,PH2D,0.6125
34,PH2U,0.713333333333333
35,PMITD1,0.6325
36,PMITD2,0.62
37,PMITU,0.66
38,PTED,0.645
39,PTEU,0.6675
40,Smvar,0.766666666666666
41,Tigress,0.97
