,Method_name,Sum_of_avg_across_patients
1,Af,33.281746031746
2,AS,33.2738095238095
3,BCohF,46.3116883116883
4,BCohW,0
5,BCorrD,37.9484126984127
6,BCorrU,45.8051948051948
7,BH2D,31.1746031746032
8,BH2U,40.4675324675325
9,BMITD1,33.3650793650794
10,BMITD2,33.2896825396825
11,BMITU,38.4285714285714
12,BTED,31.5555555555556
13,BTEU,32.8650793650794
14,COH1,42.5714285714286
15,COH2,40.1948051948052
16,DC1,33.297619047619
17,dDTF,33.6349206349206
18,DTF,33.031746031746
19,ffDTF,32.8650793650794
20,Genie,35.4325396825397
21,GGC,29.718253968254
22,GPDC,32.9126984126984
23,hmvar,32.0515873015873
24,MVAR,32.8928571428571
25,oPDCF,32.3650793650794
26,pCOH1,39.9090909090909
27,pCOH2,39.9090909090909
28,PCohF,46.8441558441558
29,PCohW,0
30,PCorrD,38.1269841269841
31,PCorrU,39.2467532467532
32,PDC,32.6150793650794
33,PH2D,30.9246031746032
34,PH2U,38.8896103896104
35,PMITD1,33.5595238095238
36,PMITD2,33.5
37,PMITU,38.1103896103896
38,PTED,31.6785714285714
39,PTEU,32.6428571428571
40,Smvar,41.012987012987
41,Tigress,41.9325396825397
