,Method_name,Sum_of_avg_across_patients
1,Af,35.500873015873
2,AS,35.5169047619048
3,BCohF,46.0758441558442
4,BCohW,0
5,BCorrD,37.9942063492064
6,BCorrU,45.2625974025974
7,BH2D,34.1673015873016
8,BH2U,41.1137662337662
9,BMITD1,35.1225396825397
10,BMITD2,35.2048412698413
11,BMITU,39.0542857142857
12,BTED,34.3777777777778
13,BTEU,35.1725396825397
14,COH1,42.4057142857143
15,COH2,40.4974025974026
16,DC1,35.3488095238095
17,dDTF,35.8974603174603
18,DTF,35.315873015873
19,ffDTF,35.2325396825397
20,Genie,36.5162698412698
21,GGC,33.339126984127
22,GPDC,35.2363492063492
23,hmvar,34.8057936507936
24,MVAR,35.4264285714286
25,oPDCF,34.8825396825397
26,pCOH1,40.1545454545454
27,pCOH2,40.1545454545454
28,PCohF,46.4220779220779
29,PCohW,0
30,PCorrD,38.3634920634921
31,PCorrU,39.9433766233766
32,PDC,35.0475396825397
33,PH2D,33.9023015873016
34,PH2U,39.7648051948052
35,PMITD1,35.5597619047619
36,PMITD2,35.63
37,PMITU,39.1351948051948
38,PTED,34.5592857142857
39,PTEU,34.9414285714286
40,Smvar,41.3064935064935
41,Tigress,41.5462698412698
