,Method_name,Median_across_patients
1,BCohF,0.84
2,BCorrU,0.84
3,BF_BCmean,0.8
4,BF_BCmedian,0.8
5,BF_PF_BCmean,0.8
6,BF_PF_BCmedian,0.8
7,BF_PFmean,0.8
8,BF_PFmedian,0.8
9,PCohF,0.84
10,PF_BCmean,0.8
11,PF_BCmedian,0.8
12,T_BCmean,0.84
13,T_BCmedian,0.84
14,T_BF_BCmean,0.84
15,T_BF_BCmedian,0.82
16,T_BF_PF_BCmean,0.84
17,T_BF_PF_BCmedian,0.8
18,T_BF_PFmean,0.84
19,T_BF_PFmedian,0.8
20,T_BFmean,0.84
21,T_BFmedian,0.84
22,T_PF_BCmean,0.84
23,T_PF_BCmedian,0.82
24,T_PFmean,0.84
25,T_PFmedian,0.84
26,Tigress,0.84
