,Method_name,Median_across_patients
1,BCohF,0.866666666666667
2,BCorrU,0.826666666666667
3,BF_BCmean,0.751838235294118
4,BF_BCmedian,0.722136222910217
5,BF_PF_BCmean,0.756224200206398
6,BF_PF_BCmedian,0.717436974789916
7,BF_PFmean,0.74561403508772
8,BF_PFmedian,0.721426728586171
9,PCohF,0.866666666666667
10,PF_BCmean,0.759900670794634
11,PF_BCmedian,0.722136222910217
12,T_BCmean,0.831816059757236
13,T_BCmedian,0.820014189886481
14,T_BF_BCmean,0.840073529411765
15,T_BF_BCmedian,0.826301353874883
16,T_BF_PF_BCmean,0.845559056956116
17,T_BF_PF_BCmedian,0.816337719298246
18,T_BF_PFmean,0.837768440709617
19,T_BF_PFmedian,0.723974458204335
20,T_BFmean,0.823529411764707
21,T_BFmedian,0.829914860681115
22,T_PF_BCmean,0.839898459383754
23,T_PF_BCmedian,0.824317226890756
24,T_PFmean,0.824171335200747
25,T_PFmedian,0.832720588235294
26,Tigress,0.811157796451914
