,Method_name,Sum_of_avg_across_patients
1,BCohF,45.945620223398
2,BCorrU,43.9391534391534
3,BF_BCmean,43.9526301663983
4,BF_BCmedian,37.2871712292002
5,BF_PF_BCmean,44.1331186258723
6,BF_PF_BCmedian,37.3922436929683
7,BF_PFmean,44.0115405260333
8,BF_PFmedian,37.4461889425658
9,PCohF,45.1966490299824
10,PF_BCmean,43.6955179817499
11,PF_BCmedian,36.922168545357
12,T_BCmean,47.5018786902845
13,T_BCmedian,46.7632850241546
14,T_BF_BCmean,47.4609500805153
15,T_BF_BCmedian,46.2918679549115
16,T_BF_PF_BCmean,47.3695652173913
17,T_BF_PF_BCmedian,45.4163982823403
18,T_BF_PFmean,47.4888620504563
19,T_BF_PFmedian,40.6851851851852
20,T_BFmean,47.6266774020397
21,T_BFmedian,47.1426462694579
22,T_PF_BCmean,47.4287439613527
23,T_PF_BCmedian,46.5314009661836
24,T_PFmean,47.5195920558239
25,T_PFmedian,47.1180891035964
26,Tigress,47.437332259796
