,Method_name,Sum_of_avg_across_patients
1,BCohF,46.2133333333333
2,BCorrU,45.3244444444444
3,BF_BCmean,46.2222222222222
4,BF_BCmedian,46.2044444444444
5,BF_PF_BCmean,46.2177777777778
6,BF_PF_BCmedian,46.2
7,BF_PFmean,46.2177777777778
8,BF_PFmedian,46.2044444444444
9,PCohF,46.3288888888889
10,PF_BCmean,46.2222222222222
11,PF_BCmedian,46.2
12,T_BCmean,47.9866666666667
13,T_BCmedian,47.9066666666667
14,T_BF_BCmean,47.9822222222222
15,T_BF_BCmedian,47.5644444444444
16,T_BF_PF_BCmean,48.0044444444444
17,T_BF_PF_BCmedian,47.1911111111111
18,T_BF_PFmean,47.9555555555556
19,T_BF_PFmedian,46.5377777777778
20,T_BFmean,48.0044444444444
21,T_BFmedian,47.92
22,T_PF_BCmean,47.96
23,T_PF_BCmedian,47.6755555555556
24,T_PFmean,47.9733333333333
25,T_PFmedian,47.88
26,Tigress,47.8888888888889
