,Method_name,Sum_of_avg_across_patients
1,BCohF,46.0794767783657
2,BCorrU,44.6317989417989
3,BF_BCmean,45.0874261943102
4,BF_BCmedian,41.7458078368223
5,BF_PF_BCmean,45.175448201825
6,BF_PF_BCmedian,41.7961218464842
7,BF_PFmean,45.1146591519055
8,BF_PFmedian,41.8253166935051
9,PCohF,45.7627689594356
10,PF_BCmean,44.958870101986
11,PF_BCmedian,41.5610842726785
12,T_BCmean,47.7442726784756
13,T_BCmedian,47.3349758454106
14,T_BF_BCmean,47.7215861513688
15,T_BF_BCmedian,46.928156199678
16,T_BF_PF_BCmean,47.6870048309179
17,T_BF_PF_BCmedian,46.3037546967257
18,T_BF_PFmean,47.7222088030059
19,T_BF_PFmedian,43.6114814814815
20,T_BFmean,47.8155609232421
21,T_BFmedian,47.5313231347289
22,T_PF_BCmean,47.6943719806763
23,T_PF_BCmedian,47.1034782608696
24,T_PFmean,47.7464626945786
25,T_PFmedian,47.4990445517982
26,Tigress,47.6631105743425
