,Method_name,Median_across_patients
1,BCohF,0.922263374485597
2,BCorrU,0.890114638447972
3,BF_BCmean,0.901567364465915
4,BF_BCmedian,0.837490606548577
5,BF_PF_BCmean,0.902305421363392
6,BF_PF_BCmedian,0.840170424047235
7,BF_PFmean,0.905123456790123
8,BF_PFmedian,0.841113794954375
9,PCohF,0.914218106995885
10,PF_BCmean,0.899822866344605
11,PF_BCmedian,0.834135802469136
12,T_BCmean,0.955975577026302
13,T_BCmedian,0.946854535695115
14,T_BF_BCmean,0.957355072463768
15,T_BF_BCmedian,0.937830112721417
16,T_BF_PF_BCmean,0.955736714975846
17,T_BF_PF_BCmedian,0.926764626945787
18,T_BF_PFmean,0.953970746108427
19,T_BF_PFmedian,0.874208266237252
20,T_BFmean,0.958327965646806
21,T_BFmedian,0.951237251744498
22,T_PF_BCmean,0.956293612453033
23,T_PF_BCmedian,0.942958937198068
24,T_PFmean,0.955245571658615
25,T_PFmedian,0.95407139023081
26,Tigress,0.953224637681159
