,Method_name,Sum_of_avg_across_patients
1,Af,35.6
2,AS,35.905
3,BCohF,46.1133333333333
4,BCohW,0
5,BCorrD,40.42
6,BCorrU,43.4866666666667
7,BH2D,38.405
8,BH2U,41.9666666666667
9,BMITD1,38.815
10,BMITD2,38.77
11,BMITU,41.1666666666667
12,BTED,35.91
13,BTEU,39.2725
14,COH1,43.6666666666667
15,COH2,43.3133333333333
16,DC1,36.66
17,dDTF,41.14
18,DTF,35.44
19,ffDTF,35.8625
20,Genie,40.8925
21,GGC,30.62
22,GPDC,37.0925
23,hmvar,35.13
24,MVAR,35.8325
25,oPDCF,36.4425
26,pCOH1,46.7133333333333
27,pCOH2,46.7133333333333
28,PCohF,46.7066666666667
29,PCohW,0
30,PCorrD,38
31,PCorrU,34.9866666666667
32,PDC,36.585
33,PH2D,36.805
34,PH2U,32.3833333333333
35,PMITD1,40.535
36,PMITD2,40.535
37,PMITU,46.2333333333333
38,PTED,37.1575
39,PTEU,37.8875
40,Smvar,36.4566666666667
41,Tigress,48.2175
