,Method_name,Median_across_patients
1,Af,0.615
2,AS,0.6225
3,BCohF,0.94
4,BCohW,0
5,BCorrD,0.79
6,BCorrU,0.873333333333334
7,BH2D,0.7125
8,BH2U,0.853333333333333
9,BMITD1,0.7275
10,BMITD2,0.72
11,BMITU,0.833333333333333
12,BTED,0.6275
13,BTEU,0.75
14,COH1,0.893333333333333
15,COH2,0.88
16,DC1,0.6525
17,dDTF,0.8125
18,DTF,0.635
19,ffDTF,0.605
20,Genie,0.8175
21,GGC,0.4075
22,GPDC,0.6925
23,hmvar,0.5625
24,MVAR,0.595
25,oPDCF,0.645
26,pCOH1,0.953333333333333
27,pCOH2,0.953333333333333
28,PCohF,0.973333333333333
29,PCohW,0
30,PCorrD,0.69
31,PCorrU,0.68
32,PDC,0.6575
33,PH2D,0.66
34,PH2U,0.626666666666667
35,PMITD1,0.81
36,PMITD2,0.81
37,PMITU,0.946666666666667
38,PTED,0.6825
39,PTEU,0.69
40,Smvar,0.706666666666667
41,Tigress,0.9825
