,Method_name,Median_across_patients
1,BCohF,0.926
2,BCorrU,0.854
3,BF_BCmean,0.83625
4,BF_BCmedian,0.798
5,BF_PF_BCmean,0.84
6,BF_PF_BCmedian,0.7805
7,BF_PFmean,0.84
8,BF_PFmedian,0.792
9,PCohF,0.936
10,PF_BCmean,0.837
11,PF_BCmedian,0.792
12,T_BCmean,0.969
13,T_BCmedian,0.96225
14,T_BF_BCmean,0.969
15,T_BF_BCmedian,0.9045
16,T_BF_PF_BCmean,0.969
17,T_BF_PF_BCmedian,0.88675
18,T_BF_PFmean,0.969
19,T_BF_PFmedian,0.83775
20,T_BFmean,0.969
21,T_BFmedian,0.96525
22,T_PF_BCmean,0.969
23,T_PF_BCmedian,0.9305
24,T_PFmean,0.969
25,T_PFmedian,0.96225
26,Tigress,0.96675
