,Method_name,Median_across_patients
1,BCohF,0.93
2,BCorrU,0.863333333333333
3,BF_BCmean,0.83375
4,BF_BCmedian,0.77
5,BF_PF_BCmean,0.84
6,BF_PF_BCmedian,0.76
7,BF_PFmean,0.84
8,BF_PFmedian,0.76
9,PCohF,0.946666666666667
10,PF_BCmean,0.83625
11,PF_BCmedian,0.76
12,T_BCmean,0.975
13,T_BCmedian,0.96375
14,T_BF_BCmean,0.975
15,T_BF_BCmedian,0.9075
16,T_BF_PF_BCmean,0.975
17,T_BF_PF_BCmedian,0.89
18,T_BF_PFmean,0.975
19,T_BF_PFmedian,0.83625
20,T_BFmean,0.975
21,T_BFmedian,0.96875
22,T_PF_BCmean,0.975
23,T_PF_BCmedian,0.9375
24,T_PFmean,0.975
25,T_PFmedian,0.96375
26,Tigress,0.97125
