,Method_name,Median_across_patients
1,BCohF,0.94
2,BCorrU,0.873333333333334
3,BF_BCmean,0.8275
4,BF_BCmedian,0.7
5,BF_PF_BCmean,0.84
6,BF_PF_BCmedian,0.6875
7,BF_PFmean,0.84
8,BF_PFmedian,0.685
9,PCohF,0.973333333333333
10,PF_BCmean,0.8325
11,PF_BCmedian,0.6875
12,T_BCmean,0.99
13,T_BCmedian,0.97
14,T_BF_BCmean,0.99
15,T_BF_BCmedian,0.9125
16,T_BF_PF_BCmean,0.99
17,T_BF_PF_BCmedian,0.8925
18,T_BF_PFmean,0.99
19,T_BF_PFmedian,0.8225
20,T_BFmean,0.99
21,T_BFmedian,0.9775
22,T_PF_BCmean,0.99
23,T_PF_BCmedian,0.9525
24,T_PFmean,0.99
25,T_PFmedian,0.97
26,Tigress,0.9825
