,Method_name,Sum_of_avg_across_patients
1,BCohF,46.6266666666667
2,BCorrU,43.9333333333333
3,BF_BCmean,41.155
4,BF_BCmedian,34.915
5,BF_PF_BCmean,41.785
6,BF_PF_BCmedian,34.175
7,BF_PFmean,41.855
8,BF_PFmedian,34.575
9,PCohF,47.3333333333333
10,PF_BCmean,41.365
11,PF_BCmedian,34.52
12,T_BCmean,49.035
13,T_BCmedian,47.89
14,T_BF_BCmean,49.08
15,T_BF_BCmedian,44.725
16,T_BF_PF_BCmean,49.045
17,T_BF_PF_BCmedian,44.13
18,T_BF_PFmean,49.125
19,T_BF_PFmedian,41.015
20,T_BFmean,49.125
21,T_BFmedian,48.275
22,T_PF_BCmean,49.09
23,T_PF_BCmedian,47.045
24,T_PFmean,49.135
25,T_PFmedian,48.48
26,Tigress,48.795
