,Method_name,Sum_of_avg_across_patients
1,BCohF,46
2,BCorrU,46.32
3,BF_BCmean,42
4,BF_BCmedian,41.84
5,BF_PF_BCmean,41.96
6,BF_PF_BCmedian,41.8
7,BF_PFmean,41.8
8,BF_PFmedian,41.8
9,PCohF,46.72
10,PF_BCmean,42
11,PF_BCmedian,41.84
12,T_BCmean,48.04
13,T_BCmedian,47.76
14,T_BF_BCmean,48.04
15,T_BF_BCmedian,47.2
16,T_BF_PF_BCmean,47.68
17,T_BF_PF_BCmedian,45.72
18,T_BF_PFmean,48
19,T_BF_PFmedian,42.96
20,T_BFmean,47.92
21,T_BFmedian,47.76
22,T_PF_BCmean,48
23,T_PF_BCmedian,47.4
24,T_PFmean,47.96
25,T_PFmedian,47.96
26,Tigress,47.64
