,Method_name,Median_across_patients
1,BCohF,0.94
2,BCorrU,0.936666666666667
3,BF_BCmean,0.85
4,BF_BCmedian,0.81125
5,BF_PF_BCmean,0.85
6,BF_PF_BCmedian,0.81
7,BF_PFmean,0.85
8,BF_PFmedian,0.81
9,PCohF,0.946666666666667
10,PF_BCmean,0.85
11,PF_BCmedian,0.8125
12,T_BCmean,0.9675
13,T_BCmedian,0.96625
14,T_BF_BCmean,0.97
15,T_BF_BCmedian,0.96
16,T_BF_PF_BCmean,0.97
17,T_BF_PF_BCmedian,0.9325
18,T_BF_PFmean,0.97
19,T_BF_PFmedian,0.85
20,T_BFmean,0.9675
21,T_BFmedian,0.965
22,T_PF_BCmean,0.97
23,T_PF_BCmedian,0.965
24,T_PFmean,0.96875
25,T_PFmedian,0.965
26,Tigress,0.965
