,Method_name,Median_across_patients
1,BCohF,0.96
2,BCorrU,0.953333333333333
3,BF_BCmean,0.86
4,BF_BCmedian,0.7825
5,BF_PF_BCmean,0.86
6,BF_PF_BCmedian,0.78
7,BF_PFmean,0.86
8,BF_PFmedian,0.78
9,PCohF,0.973333333333333
10,PF_BCmean,0.86
11,PF_BCmedian,0.785
12,T_BCmean,0.975
13,T_BCmedian,0.9725
14,T_BF_BCmean,0.98
15,T_BF_BCmedian,0.97
16,T_BF_PF_BCmean,0.98
17,T_BF_PF_BCmedian,0.9425
18,T_BF_PFmean,0.98
19,T_BF_PFmedian,0.8375
20,T_BFmean,0.975
21,T_BFmedian,0.97
22,T_PF_BCmean,0.98
23,T_PF_BCmedian,0.975
24,T_PFmean,0.9775
25,T_PFmedian,0.97
26,Tigress,0.97
