,Method_name,Sum_of_avg_across_patients
1,BCohF,47.04
2,BCorrU,47.2533333333333
3,BF_BCmean,42.205
4,BF_BCmedian,39.185
5,BF_PF_BCmean,42.285
6,BF_PF_BCmedian,38.805
7,BF_PFmean,42.095
8,BF_PFmedian,39.15
9,PCohF,47.8533333333333
10,PF_BCmean,42.435
11,PF_BCmedian,39.49
12,T_BCmean,48.75
13,T_BCmedian,48.56
14,T_BF_BCmean,48.66
15,T_BF_BCmedian,47.995
16,T_BF_PF_BCmean,48.5
17,T_BF_PF_BCmedian,46.68
18,T_BF_PFmean,48.71
19,T_BF_PFmedian,42.03
20,T_BFmean,48.725
21,T_BFmedian,48.52
22,T_PF_BCmean,48.665
23,T_PF_BCmedian,48.33
24,T_PFmean,48.73
25,T_PFmedian,48.67
26,Tigress,48.46
