,Method_name,Sum_of_avg_across_patients
1,BCohF,46.312
2,BCorrU,46.6
3,BF_BCmean,42.0615
4,BF_BCmedian,41.0435
5,BF_PF_BCmean,42.0575
6,BF_PF_BCmedian,40.9015
7,BF_PFmean,41.8885
8,BF_PFmedian,41.005
9,PCohF,47.06
10,PF_BCmean,42.1305
11,PF_BCmedian,41.135
12,T_BCmean,48.253
13,T_BCmedian,48
14,T_BF_BCmean,48.226
15,T_BF_BCmedian,47.4385
16,T_BF_PF_BCmean,47.926
17,T_BF_PF_BCmedian,46.008
18,T_BF_PFmean,48.213
19,T_BF_PFmedian,42.681
20,T_BFmean,48.1615
21,T_BFmedian,47.988
22,T_PF_BCmean,48.1995
23,T_PF_BCmedian,47.679
24,T_PFmean,48.191
25,T_PFmedian,48.173
26,Tigress,47.886
