,Method_name,Median_across_patients
1,BCohF,0.932
2,BCorrU,0.93
3,BF_BCmean,0.846
4,BF_BCmedian,0.82275
5,BF_PF_BCmean,0.846
6,BF_PF_BCmedian,0.822
7,BF_PFmean,0.846
8,BF_PFmedian,0.822
9,PCohF,0.936
10,PF_BCmean,0.846
11,PF_BCmedian,0.8235
12,T_BCmean,0.9645
13,T_BCmedian,0.96375
14,T_BF_BCmean,0.966
15,T_BF_BCmedian,0.96
16,T_BF_PF_BCmean,0.966
17,T_BF_PF_BCmedian,0.9275
18,T_BF_PFmean,0.966
19,T_BF_PFmedian,0.85125
20,T_BFmean,0.9645
21,T_BFmedian,0.963
22,T_PF_BCmean,0.966
23,T_PF_BCmedian,0.963
24,T_PFmean,0.96525
25,T_PFmedian,0.963
26,Tigress,0.963
