,Method_name,Sum_of_avg_across_patients
1,Af,35.9025
2,AS,35.745
3,BCohF,46.0266666666667
4,BCohW,0
5,BCorrD,41.44
6,BCorrU,44.4
7,BH2D,36.77
8,BH2U,38.4
9,BMITD1,36.415
10,BMITD2,36.285
11,BMITU,34.2133333333333
12,BTED,36.075
13,BTEU,37.115
14,COH1,41.26
15,COH2,38.2333333333333
16,DC1,35.9925
17,dDTF,37.965
18,DTF,35.62
19,ffDTF,35.4425
20,Genie,41.2
21,GGC,34.87
22,GPDC,36.1125
23,hmvar,35.295
24,MVAR,35.48
25,oPDCF,35.9
26,pCOH1,39.5233333333333
27,pCOH2,39.5166666666667
28,PCohF,46.6333333333333
29,PCohW,0
30,PCorrD,41.9975
31,PCorrU,37.7133333333333
32,PDC,35.9375
33,PH2D,36.8175
34,PH2U,36.7
35,PMITD1,36.35
36,PMITD2,36.275
37,PMITU,34.78
38,PTED,36.3325
39,PTEU,37.04
40,Smvar,38.9066666666667
41,Tigress,47.985
