,Method_name,Sum_of_avg_across_patients
1,Af,31.045
2,AS,30.97
3,BCohF,46.5333333333333
4,BCohW,0
5,BCorrD,40.84
6,BCorrU,44.8
7,BH2D,32.74
8,BH2U,38.16
9,BMITD1,31.95
10,BMITD2,31.65
11,BMITU,33.7066666666667
12,BTED,31.39
13,BTEU,33.03
14,COH1,41.24
15,COH2,37.7466666666667
16,DC1,31.505
17,dDTF,34.65
18,DTF,30.56
19,ffDTF,30.285
20,Genie,40.76
21,GGC,29.34
22,GPDC,31.665
23,hmvar,30.11
24,MVAR,30.56
25,oPDCF,31.08
26,pCOH1,39.3666666666667
27,pCOH2,39.3533333333333
28,PCohF,47.0266666666667
29,PCohW,0
30,PCorrD,41.635
31,PCorrU,36.8666666666667
32,PDC,31.115
33,PH2D,32.835
34,PH2U,36.04
35,PMITD1,31.66
36,PMITD2,31.55
37,PMITU,33.56
38,PTED,31.865
39,PTEU,33
40,Smvar,38.6533333333333
41,Tigress,48.37
