,Method_name,Sum_of_avg_across_patients
1,Af,37.8455
2,AS,37.655
3,BCohF,45.824
4,BCohW,0
5,BCorrD,41.68
6,BCorrU,44.24
7,BH2D,38.382
8,BH2U,38.496
9,BMITD1,38.201
10,BMITD2,38.139
11,BMITU,34.416
12,BTED,37.949
13,BTEU,38.749
14,COH1,41.268
15,COH2,38.428
16,DC1,37.7875
17,dDTF,39.291
18,DTF,37.644
19,ffDTF,37.5055
20,Genie,41.376
21,GGC,37.082
22,GPDC,37.8915
23,hmvar,37.369
24,MVAR,37.448
25,oPDCF,37.828
26,pCOH1,39.586
27,pCOH2,39.582
28,PCohF,46.476
29,PCohW,0
30,PCorrD,42.1425
31,PCorrU,38.052
32,PDC,37.8665
33,PH2D,38.4105
34,PH2U,36.964
35,PMITD1,38.226
36,PMITD2,38.165
37,PMITU,35.268
38,PTED,38.1195
39,PTEU,38.656
40,Smvar,39.008
41,Tigress,47.831
