,Method_name,Sum_of_avg_across_patients
1,BCohF,42.82
2,BCorrU,41.88
3,BF_BCmean,40.2625
4,BF_BCmedian,39.095
5,BF_PF_BCmean,40.4225
6,BF_PF_BCmedian,39.36
7,BF_PFmean,40.4625
8,BF_PFmedian,39.435
9,PCohF,43.52
10,PF_BCmean,40.2725
11,PF_BCmedian,39.22
12,T_BCmean,45.9725
13,T_BCmedian,45.7525
14,T_BF_BCmean,45.8575
15,T_BF_BCmedian,44.7175
16,T_BF_PF_BCmean,45.5775
17,T_BF_PF_BCmedian,43.735
18,T_BF_PFmean,45.96
19,T_BF_PFmedian,40.5175
20,T_BFmean,46.0375
21,T_BFmedian,45.97
22,T_PF_BCmean,45.85
23,T_PF_BCmedian,44.855
24,T_PFmean,46.08
25,T_PFmedian,45.9775
26,Tigress,46.0025
