,Method_name,Median_across_patients
1,BCohF,0.866666666666667
2,BCorrU,0.84
3,BF_BCmean,0.78
4,BF_BCmedian,0.74
5,BF_PF_BCmean,0.78
6,BF_PF_BCmedian,0.755
7,BF_PFmean,0.795
8,BF_PFmedian,0.76
9,PCohF,0.893333333333333
10,PF_BCmean,0.78
11,PF_BCmedian,0.75
12,T_BCmean,0.9375
13,T_BCmedian,0.9225
14,T_BF_BCmean,0.93
15,T_BF_BCmedian,0.9025
16,T_BF_PF_BCmean,0.92
17,T_BF_PF_BCmedian,0.8825
18,T_BF_PFmean,0.9325
19,T_BF_PFmedian,0.7875
20,T_BFmean,0.9275
21,T_BFmedian,0.93
22,T_PF_BCmean,0.93
23,T_PF_BCmedian,0.9075
24,T_PFmean,0.93
25,T_PFmedian,0.93
26,Tigress,0.9325
