,Method_name,Sum_of_avg_across_patients
1,BCohF,43.24
2,BCorrU,41.84
3,BF_BCmean,38.605
4,BF_BCmedian,36.55
5,BF_PF_BCmean,38.925
6,BF_PF_BCmedian,37.08
7,BF_PFmean,39.165
8,BF_PFmedian,37.23
9,PCohF,44
10,PF_BCmean,38.625
11,PF_BCmedian,36.84
12,T_BCmean,45.825
13,T_BCmedian,45.625
14,T_BF_BCmean,45.595
15,T_BF_BCmedian,44.595
16,T_BF_PF_BCmean,45.195
17,T_BF_PF_BCmedian,43.47
18,T_BF_PFmean,45.76
19,T_BF_PFmedian,38.995
20,T_BFmean,45.995
21,T_BFmedian,45.82
22,T_PF_BCmean,45.62
23,T_PF_BCmedian,44.79
24,T_PFmean,46
25,T_PFmedian,45.955
26,Tigress,46.165
