,Method_name,Sum_of_avg_across_patients
1,BCohF,42.4
2,BCorrU,41.92
3,BF_BCmean,41.92
4,BF_BCmedian,41.64
5,BF_PF_BCmean,41.92
6,BF_PF_BCmedian,41.64
7,BF_PFmean,41.76
8,BF_PFmedian,41.64
9,PCohF,43.04
10,PF_BCmean,41.92
11,PF_BCmedian,41.6
12,T_BCmean,46.12
13,T_BCmedian,45.88
14,T_BF_BCmean,46.12
15,T_BF_BCmedian,44.84
16,T_BF_PF_BCmean,45.96
17,T_BF_PF_BCmedian,44
18,T_BF_PFmean,46.16
19,T_BF_PFmedian,42.04
20,T_BFmean,46.08
21,T_BFmedian,46.12
22,T_PF_BCmean,46.08
23,T_PF_BCmedian,44.92
24,T_PFmean,46.16
25,T_PFmedian,46
26,Tigress,45.84
