,Method_name,Median_across_patients
1,BCohF,0.86
2,BCorrU,0.84
3,BF_BCmean,0.81
4,BF_BCmedian,0.79
5,BF_PF_BCmean,0.81
6,BF_PF_BCmedian,0.795
7,BF_PFmean,0.8125
8,BF_PFmedian,0.8
9,PCohF,0.876666666666667
10,PF_BCmean,0.81
11,PF_BCmedian,0.79
12,T_BCmean,0.93125
13,T_BCmedian,0.925
14,T_BF_BCmean,0.92625
15,T_BF_BCmedian,0.89125
16,T_BF_PF_BCmean,0.92
17,T_BF_PF_BCmedian,0.8725
18,T_BF_PFmean,0.92375
19,T_BF_PFmedian,0.81375
20,T_BFmean,0.92
21,T_BFmedian,0.925
22,T_PF_BCmean,0.925
23,T_PF_BCmedian,0.895
24,T_PFmean,0.92
25,T_PFmedian,0.925
26,Tigress,0.92625
