,Method_name,Sum_of_avg_across_patients
1,Af,28.665
2,AS,27.6
3,BCohF,38.68
4,BCohW,0
5,BCorrD,34.775
6,BCorrU,37.8133333333333
7,BH2D,32.515
8,BH2U,36.48
9,BMITD1,35.16
10,BMITD2,35.14
11,BMITU,38.36
12,BTED,31.595
13,BTEU,32.29
14,COH1,41.4466666666667
15,COH2,40.96
16,DC1,31.68
17,dDTF,36.545
18,DTF,29.045
19,ffDTF,29.145
20,Genie,34.73
21,GGC,25.42
22,GPDC,30.725
23,hmvar,27.895
24,MVAR,27.985
25,oPDCF,28.965
26,pCOH1,45.04
27,pCOH2,45.04
28,PCohF,42.4933333333333
29,PCohW,0
30,PCorrD,35.24
31,PCorrU,39.4133333333333
32,PDC,28.88
33,PH2D,32.115
34,PH2U,36.1733333333333
35,PMITD1,36.21
36,PMITD2,36.24
37,PMITU,39.76
38,PTED,31.32
39,PTEU,31.69
40,Smvar,33.38
41,Tigress,40.23
