,Method_name,Sum_of_avg_across_patients
1,Af,34.4525
2,AS,33.96
3,BCohF,38.78
4,BCohW,0
5,BCorrD,38.1475
6,BCorrU,37.8666666666667
7,BH2D,36.6975
8,BH2U,36.84
9,BMITD1,38.34
10,BMITD2,38.31
11,BMITU,38.62
12,BTED,36.2375
13,BTEU,36.745
14,COH1,40.1833333333333
15,COH2,40.04
16,DC1,36.24
17,dDTF,39.1325
18,DTF,34.7825
19,ffDTF,34.8725
20,Genie,37.925
21,GGC,32.73
22,GPDC,35.7825
23,hmvar,33.9675
24,MVAR,34.1125
25,oPDCF,34.6225
26,pCOH1,44.64
27,pCOH2,44.64
28,PCohF,42.5666666666667
29,PCohW,0
30,PCorrD,38.36
31,PCorrU,39.7466666666667
32,PDC,34.54
33,PH2D,36.4175
34,PH2U,36.6066666666667
35,PMITD1,38.685
36,PMITD2,38.7
37,PMITU,40.16
38,PTED,36.08
39,PTEU,36.305
40,Smvar,34.69
41,Tigress,41.875
