,Method_name,Median_across_patients
1,Af,0.68875
2,AS,0.6775
3,BCohF,0.773333333333333
4,BCohW,0
5,BCorrD,0.77125
6,BCorrU,0.766666666666666
7,BH2D,0.74
8,BH2U,0.743333333333333
9,BMITD1,0.7725
10,BMITD2,0.775
11,BMITU,0.766666666666666
12,BTED,0.715
13,BTEU,0.735
14,COH1,0.8
15,COH2,0.793333333333333
16,DC1,0.72875
17,dDTF,0.77875
18,DTF,0.69375
19,ffDTF,0.6975
20,Genie,0.76125
21,GGC,0.65625
22,GPDC,0.71125
23,hmvar,0.675
24,MVAR,0.67625
25,oPDCF,0.68875
26,pCOH1,0.903333333333333
27,pCOH2,0.903333333333333
28,PCohF,0.86
29,PCohW,0
30,PCorrD,0.77625
31,PCorrU,0.786666666666667
32,PDC,0.68875
33,PH2D,0.725
34,PH2U,0.72
35,PMITD1,0.7825
36,PMITD2,0.78
37,PMITU,0.813333333333333
38,PTED,0.71125
39,PTEU,0.725
40,Smvar,0.696666666666667
41,Tigress,0.84
