,Method_name,Median_across_patients
1,BCohF,0.92
2,BCorrU,0.88
3,BF_BCmean,0.9
4,BF_BCmedian,0.9
5,BF_PF_BCmean,0.9
6,BF_PF_BCmedian,0.9
7,BF_PFmean,0.9
8,BF_PFmedian,0.9
9,PCohF,0.92
10,PF_BCmean,0.9
11,PF_BCmedian,0.9
12,T_BCmean,0.96
13,T_BCmedian,0.96
14,T_BF_BCmean,0.96
15,T_BF_BCmedian,0.95
16,T_BF_PF_BCmean,0.96
17,T_BF_PF_BCmedian,0.93
18,T_BF_PFmean,0.96
19,T_BF_PFmedian,0.905
20,T_BFmean,0.96
21,T_BFmedian,0.96
22,T_PF_BCmean,0.96
23,T_PF_BCmedian,0.95
24,T_PFmean,0.96
25,T_PFmedian,0.96
26,Tigress,0.96
