,Method_name,Sum_of_avg_across_patients
1,BCohF,45.86
2,BCorrU,44.26
3,BF_BCmean,45
4,BF_BCmedian,44.98
5,BF_PF_BCmean,44.99
6,BF_PF_BCmedian,44.94
7,BF_PFmean,44.98
8,BF_PFmedian,44.91
9,PCohF,45.84
10,PF_BCmean,44.99
11,PF_BCmedian,44.94
12,T_BCmean,47.96
13,T_BCmedian,47.77
14,T_BF_BCmean,47.95
15,T_BF_BCmedian,47.35
16,T_BF_PF_BCmean,47.97
17,T_BF_PF_BCmedian,46.54
18,T_BF_PFmean,47.94
19,T_BF_PFmedian,45.3
20,T_BFmean,47.93
21,T_BFmedian,47.9
22,T_PF_BCmean,47.93
23,T_PF_BCmedian,47.45
24,T_PFmean,47.94
25,T_PFmedian,47.86
26,Tigress,47.83
