,Method_name,Sum_of_avg_across_patients
1,Af,35.664468845761
2,AS,35.8211542390194
3,BCohF,45.1864568764569
4,BCohW,0
5,BCorrD,43.3630183861083
6,BCorrU,43.3100699300699
7,BH2D,36.7461440245148
8,BH2U,36.4839393939394
9,BMITD1,36.2727017364658
10,BMITD2,36.2531460674157
11,BMITU,33.5013053613054
12,BTED,36.3609908069459
13,BTEU,37.2101940755873
14,COH1,37.873648018648
15,COH2,37.5421328671329
16,DC1,36.7057967313585
17,dDTF,38.091986721144
18,DTF,36.335924412666
19,ffDTF,36.3001327885598
20,Genie,44.3330234933606
21,GGC,34.8822522982635
22,GPDC,35.8846322778345
23,hmvar,36.1928804902962
24,MVAR,35.8284525025536
25,oPDCF,35.7347344228805
26,pCOH1,36.8674825174825
27,pCOH2,36.8621911421911
28,PCohF,45.3196503496504
29,PCohW,0
30,PCorrD,43.4295658835547
31,PCorrU,33.6832867132867
32,PDC,35.7847191011236
33,PH2D,36.2789785495403
34,PH2U,34.1618414918415
35,PMITD1,36.5318539325843
36,PMITD2,36.4314964249234
37,PMITU,33.64
38,PTED,36.5305924412666
39,PTEU,36.7048723186925
40,Smvar,35.2438344988345
41,Tigress,47.9081256384065
