,Method_name,Median_across_patients
1,Af,0.52732379979571
2,AS,0.542645556690501
3,BCohF,0.91025641025641
4,BCohW,0
5,BCorrD,0.834014300306436
6,BCorrU,0.855477855477855
7,BH2D,0.578907048008171
8,BH2U,0.678321678321678
9,BMITD1,0.56026557711951
10,BMITD2,0.563840653728294
11,BMITU,0.551864801864801
12,BTED,0.561797752808989
13,BTEU,0.594739530132788
14,COH1,0.704545454545455
15,COH2,0.695221445221445
16,DC1,0.584780388151175
17,dDTF,0.64708886618999
18,DTF,0.569713993871297
19,ffDTF,0.577885597548519
20,Genie,0.875127681307456
21,GGC,0.497701736465782
22,GPDC,0.552860061287027
23,hmvar,0.565372829417773
24,MVAR,0.5426455566905
25,oPDCF,0.539325842696629
26,pCOH1,0.678904428904428
27,pCOH2,0.678904428904428
28,PCohF,0.914335664335664
29,PCohW,0
30,PCorrD,0.835801838610827
31,PCorrU,0.552447552447553
32,PDC,0.537027579162411
33,PH2D,0.558222676200204
34,PH2U,0.564685314685314
35,PMITD1,0.575076608784474
36,PMITD2,0.55949948927477
37,PMITU,0.572843822843823
38,PTED,0.562308478038815
39,PTEU,0.552604698672114
40,Smvar,0.617132867132868
41,Tigress,0.970633299284985
