,Method_name,Median_across_patients
1,BCohF,0.934
2,BCorrU,0.86
3,BF_BCmean,0.83925
4,BF_BCmedian,0.798
5,BF_PF_BCmean,0.843
6,BF_PF_BCmedian,0.792
7,BF_PFmean,0.846
8,BF_PFmedian,0.7965
9,PCohF,0.936
10,PF_BCmean,0.843
11,PF_BCmedian,0.798
12,T_BCmean,0.969
13,T_BCmedian,0.963
14,T_BF_BCmean,0.969
15,T_BF_BCmedian,0.9
16,T_BF_PF_BCmean,0.96975
17,T_BF_PF_BCmedian,0.88675
18,T_BF_PFmean,0.96975
19,T_BF_PFmedian,0.8435
20,T_BFmean,0.969
21,T_BFmedian,0.963
22,T_PF_BCmean,0.969
23,T_PF_BCmedian,0.93125
24,T_PFmean,0.96975
25,T_PFmedian,0.963
26,Tigress,0.96675
