,Method_name,Sum_of_avg_across_patients
1,BCohF,47.2533333333333
2,BCorrU,44.5466666666667
3,BF_BCmean,41.555
4,BF_BCmedian,34.935
5,BF_PF_BCmean,42.355
6,BF_PF_BCmedian,34.325
7,BF_PFmean,42.41
8,BF_PFmedian,34.73
9,PCohF,48.2133333333333
10,PF_BCmean,42.025
11,PF_BCmedian,34.76
12,T_BCmean,49.065
13,T_BCmedian,48.21
14,T_BF_BCmean,49.175
15,T_BF_BCmedian,45.44
16,T_BF_PF_BCmean,49.195
17,T_BF_PF_BCmedian,44.53
18,T_BF_PFmean,49.205
19,T_BF_PFmedian,41.53
20,T_BFmean,49.14
21,T_BFmedian,48.49
22,T_PF_BCmean,49.17
23,T_PF_BCmedian,46.925
24,T_PFmean,49.125
25,T_PFmedian,48.485
26,Tigress,48.805
